code_commune,commune,population,part_jeunes,part_seniors,indice_jeunesse,annee
62001,Ablain-Saint-Nazaire,1772.0,27.627798277654914,32.969651018591186,0.8379766671499171,2017
62002,Ablainzevelle,222.0,39.20704845814977,15.859030837004404,2.472222222222222,2017
62003,Acheville,627.000000000003,32.78145695364236,24.172185430463582,1.3561643835616428,2017
62004,Achicourt,7799.0,35.18591672334478,27.64338882131579,1.272851058558094,2017
62005,Achiet-le-Grand,988.0,40.64755867570253,18.52205496499626,2.1945490795983464,2017
62006,Achiet-le-Petit,303.0,33.118971061093234,24.75884244372993,1.3376623376623358,2017
62007,Acq,769.0,37.32119635890767,18.725617685305593,1.9930555555555556,2017
62008,Acquin-Westbécourt,832.999999999999,43.03672286077629,17.772666935540947,2.4215118089403607,2017
62009,Adinfer,259.0,38.0,18.8,2.021276595744681,2017
62010,Affringues,239.0,36.82008368200837,25.10460251046025,1.4666666666666666,2017
62011,Agnez-lès-Duisans,653.0,32.00612557427259,27.871362940275652,1.1483516483516483,2017
62012,Agnières,248.999999999999,39.27125506072879,18.2186234817814,2.155555555555556,2017
62013,Agny,1929.0,32.907920469599695,24.478948792698645,1.344335524710733,2017
62014,Aire-sur-la-Lys,9871.00000000002,35.67616603025066,26.006508678322536,1.371816819840495,2017
62015,Airon-Notre-Dame,222.999999999999,36.238532110091775,21.559633027522974,1.6808510638297858,2017
62016,Airon-Saint-Vaast,186.0,31.052631578947366,25.78947368421054,1.2040816326530606,2017
62017,Aix-en-Ergny,189.0,37.93103448275863,23.645320197044338,1.6041666666666667,2017
62018,Aix-en-Issart,263.0,40.68441064638783,16.730038022813687,2.4318181818181817,2017
62019,Aix-Noulette,3906.0,35.192188849723884,25.985471782294887,1.35430247888368,2017
62020,Alembon,629.999999999997,38.30128205128202,17.467948717948712,2.1926605504587147,2017
62021,Alette,386.0,39.37823834196891,19.4300518134715,2.026666666666667,2017
62022,Alincthun,330.0,30.425218130601632,34.78508634986641,0.874662716791516,2017
62023,Allouagne,2925.0,33.94871794871795,25.743589743589745,1.3187250996015936,2017
62024,Alquines,998.999999999996,42.2764227642277,20.528455284552845,2.059405940594062,2017
62025,Ambleteuse,1843.0,29.23496264289593,30.27423882230589,0.9656712697052444,2017
62026,Ambricourt,112.0,33.62068965517241,21.551724137931053,1.5599999999999987,2017
62027,Ambrines,239.000000000001,43.80530973451329,19.91150442477876,2.200000000000001,2017
62028,Ames,636.0,34.11949685534591,25.31446540880503,1.3478260869565217,2017
62029,Amettes,475.0,29.894736842105264,32.21052631578947,0.9281045751633987,2017
62030,Amplier,302.000000000001,31.33333333333334,27.33333333333332,1.146341463414635,2017
62031,Andres,1564.0,39.28442490154936,18.85123855727532,2.083917445646466,2017
62032,Angres,4526.0,36.62359397233535,24.729446944124554,1.4809710081703513,2017
62033,Annay,4337.0,35.937856979666435,24.354580763079724,1.4756097560975612,2017
62034,Annequin,2201.0,38.605962409668784,20.187913877614747,1.9123304489859543,2017
62035,Annezin,5898.0,36.28348592743303,25.059342149881314,1.4479025710419486,2017
62036,Anvin,772.000000000001,37.52300679824995,24.205150194486738,1.5502075590010862,2017
62037,Anzin-Saint-Aubin,2742.00000000001,29.20969127982305,28.845882782769632,1.0126121464124762,2017
62038,Ardres,4405.0,34.56039208698311,25.51133461525114,1.3547073333561417,2017
62039,Arleux-en-Gohelle,855.999999999999,34.007861724364055,20.343078962738197,1.671716547266775,2017
62040,Arques,9752.99999999999,35.84295399280122,24.278113875212878,1.4763483760324414,2017
62041,Arras,41019.0,41.76287436190609,21.743673969798003,1.9206907912579443,2017
62042,Athies,1014.0,34.81624758220503,22.727272727272677,1.5319148936170248,2017
62043,Les Attaques,1978.00000000001,33.61546740426672,24.351902383556034,1.3804041620570078,2017
62044,Attin,729.000000000001,38.53914079266963,21.28921270000605,1.8102661350486986,2017
62045,Aubigny-en-Artois,1459.0,33.79827642052564,27.59588301984778,1.224757924804106,2017
62046,Aubin-Saint-Vaast,758.999999999999,32.34605954890782,26.23119049292194,1.2331144313726774,2017
62047,Aubrometz,152.0,37.086092715231715,27.814569536423818,1.3333333333333317,2017
62048,Auchel,10291.0,39.579259384255174,24.555936449275794,1.6118000413469242,2017
62049,Auchy-au-Bois,504.0,38.30188679245288,24.33962264150943,1.5736434108527155,2017
62050,Auchy-lès-Hesdin,1571.0,31.570877041689048,34.44797707228876,0.9164798552738775,2017
62051,Auchy-les-Mines,4726.0,39.59818874251932,19.564428519947512,2.023989032040766,2017
62052,Audembert,432.0,35.648148148148145,19.444444444444446,1.8333333333333333,2017
62053,Audincthun,664.0,36.89759036144578,21.385542168674696,1.7253521126760563,2017
62054,Audinghen,582.0,33.67346938775512,24.999999999999968,1.3469387755102065,2017
62055,Audrehem,562.0,38.93984569094557,18.394413084902094,2.116938741737126,2017
62056,Audresselles,649.000000000002,32.38993710691823,33.33333333333329,0.9716981132075481,2017
62057,Audruicq,5412.0,37.82335550628233,24.27937915742794,1.5578386605783867,2017
62058,Aumerval,198.0,34.5,21.5,1.6046511627906976,2017
62059,Autingues,291.0,34.694579329524295,30.967003747446537,1.120372497529249,2017
62060,Auxi-le-Château,2639.00000000001,31.794352109118673,35.01203334175238,0.9080978473536248,2017
62061,Averdoingt,293.0,32.99319727891154,23.469387755102016,1.4057971014492756,2017
62062,Avesnes,52.0,36.53846153846153,21.153846153846153,1.7272727272727273,2017
62063,Avesnes-le-Comte,1901.99999999999,35.7809280226312,26.277577746024317,1.3616524463730186,2017
62064,Avesnes-lès-Bapaume,162.0,29.090909090909133,35.75757575757577,0.8135593220338991,2017
62065,Avion,17622.0,40.6627844291653,21.714466359657106,1.8726126516611947,2017
62066,Avondance,38.0000000000001,31.428571428571473,22.85714285714289,1.375,2017
62067,Avroult,607.000000000001,38.506473371382995,19.4251635968444,1.9822985366073491,2017
62068,Ayette,324.0,31.790123456790127,24.691358024691358,1.2875,2017
62069,Azincourt,307.0,37.007048526277494,25.72017991454342,1.4388331904844855,2017
62070,Bailleul-aux-Cornailles,263.000000000001,34.74903474903477,23.938223938223945,1.451612903225807,2017
62071,Bailleul-lès-Pernes,422.000000000002,36.04938271604938,22.962962962962976,1.5698924731182784,2017
62072,Bailleulmont,240.0,27.077597371252914,35.29215288255373,0.7672413032257496,2017
62073,Bailleul-Sir-Berthoult,1412.0,34.82678133958173,22.863208709030484,1.5232674373403192,2017
62074,Bailleulval,240.000000000001,33.47826086956523,24.782608695652204,1.3508771929824552,2017
