code_commune,commune,creations_total,creations_industrie,creations_construction,creations_commerce_transport,creations_info_com,creations_finance,creations_immo,creations_services_admin,creations_adm_sante_social,creations_autres_services,annee
62111,Berlencourt-le-Cauroy,0,0,0,0,0,0,0,0,0,0,2017
62112,Berles-au-Bois,1,0,0,0,0,0,0,0,1,0,2017
62113,Berles-Monchel,3,0,1,1,1,0,0,0,0,0,2017
62114,Bermicourt,0,0,0,0,0,0,0,0,0,0,2017
62115,Berneville,3,0,0,2,0,0,0,0,1,0,2017
62116,Bernieulles,1,1,0,0,0,0,0,0,0,0,2017
62117,Bertincourt,9,3,0,3,0,0,0,2,1,0,2017
62118,Béthonsart,3,1,0,1,0,0,0,1,0,0,2017
62119,Béthune,234,10,15,80,8,4,5,50,39,23,2017
62120,Beugin,5,0,1,1,0,0,0,1,2,0,2017
62121,Beugnâtre,0,0,0,0,0,0,0,0,0,0,2017
62122,Beugny,0,0,0,0,0,0,0,0,0,0,2017
62123,Beussent,1,0,0,0,0,0,1,0,0,0,2017
62124,Beutin,2,0,0,0,0,0,0,1,1,0,2017
62125,Beuvrequen,0,0,0,0,0,0,0,0,0,0,2017
62126,Beuvry,51,3,10,17,0,2,1,9,3,6,2017
62127,Bezinghem,3,1,0,1,0,0,0,0,0,1,2017
62128,Biache-Saint-Vaast,21,1,6,6,0,1,0,2,1,4,2017
62129,Biefvillers-lès-Bapaume,1,0,0,0,0,1,0,0,0,0,2017
62130,Bienvillers-au-Bois,4,0,0,4,0,0,0,0,0,0,2017
62131,Bihucourt,1,0,0,1,0,0,0,0,0,0,2017
62132,Billy-Berclau,31,2,5,11,2,0,0,5,4,2,2017
62133,Billy-Montigny,27,1,5,7,0,1,1,7,3,2,2017
62134,Bimont,0,0,0,0,0,0,0,0,0,0,2017
62135,Blairville,2,0,0,1,0,0,0,1,0,0,2017
62137,Blangerval-Blangermont,0,0,0,0,0,0,0,0,0,0,2017
