code_commune,commune,creations_total,creations_industrie,creations_construction,creations_commerce_transport,creations_info_com,creations_finance,creations_immo,creations_services_admin,creations_adm_sante_social,creations_autres_services,annee
62840,Vélu,1,1,0,0,0,0,0,0,0,0,2017
62841,Vendin-lès-Béthune,10,0,1,5,0,0,0,1,2,1,2017
62842,Vendin-le-Vieil,56,3,10,26,2,2,0,2,4,7,2017
62843,Verchin,2,0,0,2,0,0,0,0,0,0,2017
62844,Verchocq,2,1,1,0,0,0,0,0,0,0,2017
62845,Verlincthun,0,0,0,0,0,0,0,0,0,0,2017
62846,Vermelles,37,2,2,16,0,0,0,4,8,5,2017
62847,Verquigneul,9,0,1,2,0,1,0,4,0,1,2017
62848,Verquin,19,0,2,6,0,0,1,6,2,2,2017
62849,Verton,11,1,1,0,0,0,0,3,5,1,2017
62850,Vieil-Hesdin,3,0,0,2,0,0,0,0,0,1,2017
62851,Vieille-Chapelle,3,0,0,0,0,0,0,1,2,0,2017
62852,Vieille-Église,9,1,0,1,0,0,0,3,1,3,2017
62853,Vieil-Moutier,1,1,0,0,0,0,0,0,0,0,2017
62854,Villers-au-Bois,2,0,0,1,0,0,0,1,0,0,2017
62855,Villers-au-Flos,1,0,0,1,0,0,0,0,0,0,2017
62856,Villers-Brûlin,0,0,0,0,0,0,0,0,0,0,2017
62857,Villers-Châtel,1,0,0,0,0,0,0,1,0,0,2017
62858,Villers-lès-Cagnicourt,2,0,1,1,0,0,0,0,0,0,2017
62859,Villers-l'Hôpital,1,0,0,0,0,0,0,1,0,0,2017
62860,Villers-Sir-Simon,0,0,0,0,0,0,0,0,0,0,2017
62861,Vimy,16,1,2,6,0,1,1,3,1,1,2017
62862,Vincly,1,0,0,1,0,0,0,0,0,0,2017
62863,Violaines,22,1,1,8,1,1,0,4,3,3,2017
62864,Vis-en-Artois,5,0,0,2,0,1,0,1,0,1,2017
62865,Vitry-en-Artois,27,1,1,9,1,2,1,3,5,4,2017
62866,Waben,2,1,1,0,0,0,0,0,0,0,2017
62867,Wacquinghen,3,0,1,1,0,0,0,1,0,0,2017
62868,Wail,5,0,0,0,0,0,1,2,1,1,2017
62869,Wailly,4,0,0,0,0,1,0,2,1,0,2017
62870,Wailly-Beaucamp,5,1,0,0,0,0,1,0,2,1,2017
62871,Wambercourt,2,0,1,1,0,0,0,0,0,0,2017
62872,Wamin,1,0,0,0,0,0,0,1,0,0,2017
62873,Wancourt,4,0,1,3,0,0,0,0,0,0,2017
62874,Wanquetin,6,0,1,3,0,2,0,0,0,0,2017
62875,Wardrecques,5,0,0,2,2,0,1,0,0,0,2017
62876,Warlencourt-Eaucourt,1,0,0,1,0,0,0,0,0,0,2017
62877,Warlincourt-lès-Pas,2,1,0,1,0,0,0,0,0,0,2017
62878,Warlus,3,0,0,1,0,0,0,2,0,0,2017
62879,Warluzel,0,0,0,0,0,0,0,0,0,0,2017
62880,Le Wast,0,0,0,0,0,0,0,0,0,0,2017
62881,Beauvoir-Wavans,1,0,0,1,0,0,0,0,0,0,2017
62882,Wavrans-sur-l'Aa,4,0,1,2,0,0,0,1,0,0,2017
62883,Wavrans-sur-Ternoise,0,0,0,0,0,0,0,0,0,0,2017
62885,Westrehem,5,3,2,0,0,0,0,0,0,0,2017
62886,Wicquinghem,3,0,2,1,0,0,0,0,0,0,2017
62887,Widehem,2,1,0,0,0,1,0,0,0,0,2017
62888,Wierre-au-Bois,2,0,0,1,0,0,0,0,1,0,2017
62889,Wierre-Effroy,5,0,0,3,0,0,0,1,0,1,2017
62890,Willeman,1,0,0,1,0,0,0,0,0,0,2017
62891,Willencourt,0,0,0,0,0,0,0,0,0,0,2017
62892,Willerval,6,1,1,2,1,0,0,0,1,0,2017
62893,Wimereux,62,1,4,19,0,4,4,15,11,4,2017
62894,Wimille,26,0,3,8,0,0,3,8,4,0,2017
62895,Wingles,48,2,12,17,1,2,0,8,3,3,2017
62896,Wirwignes,4,0,0,2,0,0,0,2,0,0,2017
62897,Wismes,2,0,1,0,0,0,0,0,1,0,2017
62898,Wisques,0,0,0,0,0,0,0,0,0,0,2017
62899,Wissant,4,0,0,1,0,1,1,0,1,0,2017
62900,Witternesse,2,0,0,1,0,0,0,0,0,1,2017
62901,Wittes,6,0,2,3,0,1,0,0,0,0,2017
62902,Wizernes,18,0,0,9,0,1,2,2,4,0,2017
62903,Zoteux,2,0,0,0,0,0,0,1,0,1,2017
62904,Zouafques,3,0,1,2,0,0,0,0,0,0,2017
62905,Zudausques,6,0,1,1,0,0,0,3,1,0,2017
62906,Zutkerque,12,1,2,1,0,0,0,3,4,1,2017
62907,Libercourt,48,5,7,19,1,1,0,3,6,6,2017
62908,La Capelle-lès-Boulogne,15,2,2,4,0,0,2,0,1,4,2017
62909,Ytres,4,1,2,1,0,0,0,0,0,0,2017
62001,Ablain-Saint-Nazaire,26,2,1,5,0,1,0,3,9,5,2022
62002,Ablainzevelle,0,0,0,0,0,0,0,0,0,0,2022
62003,Acheville,1,0,0,0,0,0,0,1,0,0,2022
62004,Achicourt,79,8,7,23,2,4,0,17,8,10,2022
62005,Achiet-le-Grand,5,0,1,2,0,0,1,1,0,0,2022
62006,Achiet-le-Petit,7,4,1,0,0,1,1,0,0,0,2022
62007,Acq,12,0,0,2,0,0,0,7,2,1,2022
62008,Acquin-Westbécourt,5,0,2,1,0,0,0,1,0,1,2022
62009,Adinfer,3,0,1,0,0,1,1,0,0,0,2022
62010,Affringues,0,0,0,0,0,0,0,0,0,0,2022
62011,Agnez-lès-Duisans,11,0,0,4,1,1,0,3,2,0,2022
62012,Agnières,0,0,0,0,0,0,0,0,0,0,2022
62013,Agny,13,2,0,2,0,0,0,4,4,1,2022
62014,Aire-sur-la-Lys,88,4,10,23,2,6,8,12,9,14,2022
62015,Airon-Notre-Dame,6,2,0,2,0,0,1,1,0,0,2022
62016,Airon-Saint-Vaast,3,0,1,1,0,0,0,0,1,0,2022
62017,Aix-en-Ergny,2,0,0,1,0,0,0,0,0,1,2022
62018,Aix-en-Issart,3,0,0,1,0,0,1,1,0,0,2022
62019,Aix-Noulette,40,1,7,10,2,1,1,11,5,2,2022
62020,Alembon,4,1,0,1,0,0,0,1,1,0,2022
62021,Alette,3,0,0,0,0,0,2,0,0,1,2022
62022,Alincthun,5,1,0,0,0,0,1,1,1,1,2022
62023,Allouagne,24,0,1,7,1,2,1,5,3,4,2022
62024,Alquines,4,0,0,2,0,0,0,2,0,0,2022
62025,Ambleteuse,13,0,0,3,2,0,1,1,1,5,2022
62026,Ambricourt,0,0,0,0,0,0,0,0,0,0,2022
62027,Ambrines,0,0,0,0,0,0,0,0,0,0,2022
62028,Ames,8,2,0,2,1,0,0,1,1,1,2022
62029,Amettes,4,1,1,1,0,0,0,0,0,1,2022
62030,Amplier,2,0,1,0,0,0,0,1,0,0,2022
62031,Andres,18,2,0,3,2,3,1,5,2,0,2022
62032,Angres,50,4,6,13,0,1,4,7,6,9,2022
62033,Annay,43,2,6,17,0,0,2,8,3,5,2022
62034,Annequin,19,2,3,5,1,0,1,4,2,1,2022
62035,Annezin,56,7,6,10,3,6,2,7,6,9,2022
62036,Anvin,6,1,0,1,1,1,0,1,0,1,2022
62037,Anzin-Saint-Aubin,34,2,2,7,2,1,1,11,3,5,2022
62038,Ardres,40,5,2,5,1,5,1,9,6,6,2022
62039,Arleux-en-Gohelle,11,0,1,3,0,1,0,0,5,1,2022
62040,Arques,83,8,5,26,4,1,3,18,5,13,2022
62041,Arras,752,26,44,283,35,39,34,134,77,80,2022
62042,Athies,13,0,2,6,0,1,0,1,0,3,2022
62043,Les Attaques,19,2,1,5,2,1,1,5,1,1,2022
62044,Attin,8,0,0,1,0,0,0,2,1,4,2022
62045,Aubigny-en-Artois,9,0,0,3,0,0,0,2,2,2,2022
62046,Aubin-Saint-Vaast,8,0,2,1,0,0,3,2,0,0,2022
62047,Aubrometz,1,1,0,0,0,0,0,0,0,0,2022
62048,Auchel,81,9,9,37,0,3,1,7,3,12,2022
62049,Auchy-au-Bois,3,0,0,2,0,0,0,1,0,0,2022
62050,Auchy-lès-Hesdin,8,2,0,3,0,1,0,1,1,0,2022
62051,Auchy-les-Mines,63,8,5,19,0,3,3,8,6,11,2022
62052,Audembert,5,0,0,0,0,1,1,2,1,0,2022
62053,Audincthun,7,1,2,0,0,0,1,1,0,2,2022
62054,Audinghen,8,0,1,2,0,1,0,1,3,0,2022
62055,Audrehem,4,1,0,0,0,0,0,1,0,2,2022
62056,Audresselles,3,0,0,1,0,0,0,0,0,2,2022
62057,Audruicq,44,6,3,14,0,0,2,6,5,8,2022
62058,Aumerval,1,0,0,0,0,0,0,1,0,0,2022
62059,Autingues,2,0,0,0,0,1,0,1,0,0,2022
62060,Auxi-le-Château,26,7,2,9,0,0,1,4,1,2,2022
62061,Averdoingt,4,1,0,1,0,0,1,0,0,1,2022
62062,Avesnes,0,0,0,0,0,0,0,0,0,0,2022
62063,Avesnes-le-Comte,18,3,0,4,1,0,1,6,2,1,2022
62064,Avesnes-lès-Bapaume,2,0,0,1,1,0,0,0,0,0,2022
62065,Avion,152,13,14,57,7,4,4,22,12,19,2022
62066,Avondance,0,0,0,0,0,0,0,0,0,0,2022
62067,Avroult,4,2,0,2,0,0,0,0,0,0,2022
62068,Ayette,4,1,1,0,1,0,0,1,0,0,2022
62069,Azincourt,0,0,0,0,0,0,0,0,0,0,2022
62070,Bailleul-aux-Cornailles,1,0,0,1,0,0,0,0,0,0,2022
62071,Bailleul-lès-Pernes,4,1,1,1,0,0,1,0,0,0,2022
62072,Bailleulmont,2,1,0,1,0,0,0,0,0,0,2022
62073,Bailleul-Sir-Berthoult,12,2,0,1,1,1,1,2,2,2,2022
62074,Bailleulval,0,0,0,0,0,0,0,0,0,0,2022
62075,Baincthun,20,1,0,4,0,3,0,5,5,2,2022
62076,Bainghen,0,0,0,0,0,0,0,0,0,0,2022
62077,Bajus,1,0,0,0,0,0,0,0,1,0,2022
62078,Balinghem,11,1,1,5,0,0,0,3,1,0,2022
62079,Bancourt,1,0,0,0,0,0,0,1,0,0,2022
62080,Bapaume,44,3,5,19,0,3,1,3,3,7,2022
62081,Baralle,11,0,1,1,0,0,0,0,9,0,2022
62082,Barastre,1,1,0,0,0,0,0,0,0,0,2022
62083,Barlin,42,1,9,13,1,2,0,8,4,4,2022
62084,Barly,1,0,0,0,0,0,0,1,0,0,2022
62085,Basseux,1,0,0,0,0,0,0,1,0,0,2022
62086,Bavincourt,5,0,0,2,1,0,0,1,0,1,2022
62087,Bayenghem-lès-Éperlecques,8,3,2,2,0,0,1,0,0,0,2022
62088,Bayenghem-lès-Seninghem,0,0,0,0,0,0,0,0,0,0,2022
62089,Bazinghen,1,0,0,1,0,0,0,0,0,0,2022
62090,Béalencourt,1,0,0,0,0,0,1,0,0,0,2022
62091,Beaudricourt,1,0,0,0,0,0,0,1,0,0,2022
62092,Beaufort-Blavincourt,6,0,2,3,0,0,0,0,0,1,2022
62093,Beaulencourt,2,0,0,1,0,0,0,1,0,0,2022
62094,Beaumerie-Saint-Martin,1,0,0,0,0,0,0,0,0,1,2022
62095,Beaumetz-lès-Aire,0,0,0,0,0,0,0,0,0,0,2022
62096,Beaumetz-lès-Cambrai,1,0,1,0,0,0,0,0,0,0,2022
62097,Beaumetz-lès-Loges,13,2,2,3,0,0,1,0,4,1,2022
62099,Beaurains,70,3,4,28,4,4,0,12,6,9,2022
62100,Beaurainville,20,4,1,2,2,0,1,6,1,3,2022
62101,Beauvois,0,0,0,0,0,0,0,0,0,0,2022
62102,Bécourt,3,0,2,1,0,0,0,0,0,0,2022
62103,Béhagnies,3,0,0,1,0,2,0,0,0,0,2022
62104,Bellebrune,8,1,0,4,0,1,0,2,0,0,2022
62105,Belle-et-Houllefort,1,0,0,0,0,0,0,1,0,0,2022
62106,Bellonne,1,0,1,0,0,0,0,0,0,0,2022
62107,Bénifontaine,2,0,0,1,0,0,1,0,0,0,2022
62108,Berck,296,7,18,161,6,11,13,35,24,21,2022
62109,Bergueneuse,2,1,0,0,0,0,0,1,0,0,2022
62111,Berlencourt-le-Cauroy,1,0,0,0,0,0,0,0,0,1,2022
62112,Berles-au-Bois,5,1,0,3,0,0,0,1,0,0,2022
62113,Berles-Monchel,6,2,0,0,0,0,1,2,1,0,2022
62114,Bermicourt,3,2,0,0,0,1,0,0,0,0,2022
62115,Berneville,4,0,1,2,0,0,0,0,1,0,2022
62116,Bernieulles,1,0,0,1,0,0,0,0,0,0,2022
62117,Bertincourt,4,0,1,1,0,0,1,1,0,0,2022
62118,Béthonsart,0,0,0,0,0,0,0,0,0,0,2022
62119,Béthune,392,20,36,132,16,18,12,79,39,40,2022
62120,Beugin,2,0,0,1,0,1,0,0,0,0,2022
62121,Beugnâtre,2,0,0,1,0,0,0,1,0,0,2022
62122,Beugny,10,3,0,4,0,0,2,0,0,1,2022
62123,Beussent,3,1,0,0,0,0,0,0,2,0,2022
62124,Beutin,5,1,0,1,1,0,1,1,0,0,2022
62125,Beuvrequen,5,0,0,1,0,0,1,1,1,1,2022
62126,Beuvry,78,4,11,18,1,4,5,18,5,12,2022
62127,Bezinghem,5,0,1,2,0,0,0,1,0,1,2022
62128,Biache-Saint-Vaast,31,2,6,8,1,0,1,5,2,6,2022
62129,Biefvillers-lès-Bapaume,0,0,0,0,0,0,0,0,0,0,2022
62130,Bienvillers-au-Bois,10,1,3,2,0,0,2,0,2,0,2022
62131,Bihucourt,1,0,0,1,0,0,0,0,0,0,2022
62132,Billy-Berclau,53,7,8,13,2,2,0,7,1,13,2022
62133,Billy-Montigny,86,6,7,30,0,2,2,15,9,15,2022
62134,Bimont,2,0,0,2,0,0,0,0,0,0,2022
62135,Blairville,4,1,2,0,0,0,0,1,0,0,2022
62137,Blangerval-Blangermont,3,0,1,0,1,0,0,1,0,0,2022
62138,Blangy-sur-Ternoise,8,1,1,3,0,2,0,0,1,0,2022
62139,Blendecques,52,17,5,8,2,1,4,2,11,2,2022
62140,Bléquin,4,0,2,1,0,0,0,0,0,1,2022
62141,Blessy,7,1,0,3,0,0,0,2,0,1,2022
62142,Blingel,2,0,0,1,1,0,0,0,0,0,2022
62143,Boffles,0,0,0,0,0,0,0,0,0,0,2022
62144,Boiry-Becquerelle,4,0,0,1,0,0,0,1,0,2,2022
62145,Boiry-Notre-Dame,4,0,2,0,0,0,0,1,0,1,2022
62146,Boiry-Saint-Martin,2,1,1,0,0,0,0,0,0,0,2022
62147,Boiry-Sainte-Rictrude,3,0,0,0,0,0,1,1,1,0,2022
62148,Bois-Bernard,10,0,1,2,0,0,1,0,6,0,2022
62149,Boisdinghem,1,0,0,1,0,0,0,0,0,0,2022
62150,Boisjean,3,0,1,2,0,0,0,0,0,0,2022
62151,Boisleux-au-Mont,3,0,0,2,0,0,0,1,0,0,2022
62152,Boisleux-Saint-Marc,1,0,0,1,0,0,0,0,0,0,2022
62153,Bomy,4,0,0,3,0,0,0,0,0,1,2022
62154,Bonnières,6,2,0,0,0,0,2,1,0,1,2022
62155,Bonningues-lès-Ardres,5,0,0,4,0,0,0,0,0,1,2022
62156,Bonningues-lès-Calais,8,0,0,5,0,2,0,0,0,1,2022
62157,Boubers-lès-Hesmond,0,0,0,0,0,0,0,0,0,0,2022
62158,Boubers-sur-Canche,6,1,2,1,0,0,0,0,1,1,2022
62160,Boulogne-sur-Mer,487,34,31,206,12,23,22,78,38,43,2022
62161,Bouquehault,10,2,3,2,0,0,0,1,1,1,2022
62162,Bourecq,2,0,0,0,0,0,1,0,0,1,2022
62163,Bouret-sur-Canche,2,0,0,1,0,0,0,1,0,0,2022
62164,Bourlon,6,0,1,4,0,0,1,0,0,0,2022
62165,Bournonville,3,0,1,0,0,0,0,2,0,0,2022
62166,Bours,9,1,1,2,0,1,1,3,0,0,2022
62167,Boursin,3,0,1,1,0,0,0,1,0,0,2022
62168,Bourthes,8,1,2,3,0,0,0,0,1,1,2022
62169,Bouvelinghem,2,0,0,0,0,0,0,0,0,2,2022
62170,Bouvigny-Boyeffles,16,0,3,3,0,1,1,3,4,1,2022
62171,Boyaval,2,0,1,1,0,0,0,0,0,0,2022
62172,Boyelles,3,0,1,2,0,0,0,0,0,0,2022
62173,Brebières,46,6,3,14,1,1,2,9,4,6,2022
62174,Brêmes,8,2,0,2,0,1,0,1,0,2,2022
62175,Brévillers,0,0,0,0,0,0,0,0,0,0,2022
62176,Bréxent-Énocq,2,0,0,0,0,0,0,2,0,0,2022
62177,Brimeux,6,0,0,2,0,0,0,1,1,2,2022
62178,Bruay-la-Buissière,166,8,12,70,5,3,2,27,11,28,2022
62179,Brunembert,3,0,0,0,1,0,0,1,0,1,2022
62180,Brias,4,0,0,1,0,1,1,0,0,1,2022
62181,Bucquoy,13,4,0,2,0,0,0,1,3,3,2022
62182,Buire-au-Bois,5,1,1,1,0,0,1,1,0,0,2022
62183,Buire-le-Sec,7,1,1,0,0,0,0,3,1,1,2022
62184,Buissy,1,0,1,0,0,0,0,0,0,0,2022
62185,Bullecourt,1,0,0,1,0,0,0,0,0,0,2022
62186,Bully-les-Mines,102,15,11,34,4,0,2,18,8,10,2022
62187,Buneville,1,0,0,0,0,0,0,0,1,0,2022
62188,Burbure,15,3,2,3,0,0,2,1,1,3,2022
62189,Bus,1,0,0,0,0,0,0,0,0,1,2022
62190,Busnes,8,1,2,1,0,1,0,1,1,1,2022
62191,Caffiers,7,3,0,3,0,1,0,0,0,0,2022
62192,Cagnicourt,3,1,1,0,1,0,0,0,0,0,2022
62193,Calais,726,35,79,263,22,18,27,132,47,103,2022
62194,Calonne-Ricouart,30,3,4,9,3,1,0,4,2,4,2022
62195,Calonne-sur-la-Lys,22,1,4,5,1,0,0,3,4,4,2022
62196,La Calotterie,5,0,1,1,0,0,0,2,0,1,2022
62197,Camblain-Châtelain,14,0,1,4,1,0,1,1,2,4,2022
62198,Cambligneul,4,0,0,1,0,1,0,0,2,0,2022
62199,Camblain-l'Abbé,4,0,3,0,1,0,0,0,0,0,2022
62200,Cambrin,15,2,1,4,1,0,0,4,2,1,2022
62201,Camiers,32,2,3,7,2,1,3,7,2,5,2022
62202,Campagne-lès-Boulonnais,7,0,2,1,0,1,0,1,0,2,2022
62203,Campagne-lès-Guines,4,1,0,0,0,0,0,0,2,1,2022
62204,Campagne-lès-Hesdin,20,2,1,7,1,1,0,6,0,2,2022
62205,Campagne-lès-Wardrecques,19,1,2,5,1,1,3,2,2,2,2022
62206,Campigneulles-les-Grandes,3,0,0,0,0,0,0,0,2,1,2022
62207,Campigneulles-les-Petites,5,0,0,1,0,1,0,1,2,0,2022
62208,Canettemont,1,0,0,0,0,0,0,1,0,0,2022
62209,Canlers,4,0,0,0,0,1,0,3,0,0,2022
62211,Capelle-Fermont,1,0,0,1,0,0,0,0,0,0,2022
62212,Capelle-lès-Hesdin,4,1,0,2,0,0,0,1,0,0,2022
62213,Carency,4,0,0,0,0,1,0,1,2,0,2022
62214,Carly,1,0,0,0,0,0,0,1,0,0,2022
62215,Carvin,195,13,21,64,4,6,6,29,23,29,2022
62216,La Cauchie,0,0,0,0,0,0,0,0,0,0,2022
62217,Cauchy-à-la-Tour,16,2,1,8,1,0,1,1,1,1,2022
62218,Caucourt,1,0,0,1,0,0,0,0,0,0,2022
62219,Caumont,0,0,0,0,0,0,0,0,0,0,2022
62220,Cavron-Saint-Martin,5,1,0,2,0,0,0,2,0,0,2022
62221,Chelers,0,0,0,0,0,0,0,0,0,0,2022
62222,Chériennes,0,0,0,0,0,0,0,0,0,0,2022
62223,Chérisy,0,0,0,0,0,0,0,0,0,0,2022
62224,Chocques,28,2,2,10,4,0,1,5,1,3,2022
62225,Clairmarais,5,0,0,1,0,0,0,1,0,3,2022
62227,Clenleu,2,0,1,1,0,0,0,0,0,0,2022
62228,Clerques,3,0,0,0,0,0,0,1,0,2,2022
62229,Cléty,6,1,0,3,0,0,0,1,0,1,2022
62230,Colembert,8,0,2,1,0,0,1,4,0,0,2022
62231,Colline-Beaumont,1,1,0,0,0,0,0,0,0,0,2022
62232,La Comté,13,1,2,7,1,0,0,2,0,0,2022
62233,Conchil-le-Temple,5,0,1,1,0,0,1,0,2,0,2022
62234,Conchy-sur-Canche,1,0,0,0,0,1,0,0,0,0,2022
62235,Condette,33,2,0,7,0,7,1,6,6,4,2022
62236,Contes,1,1,0,0,0,0,0,0,0,0,2022
62237,Conteville-lès-Boulogne,6,0,0,1,0,0,1,3,1,0,2022
62238,Conteville-en-Ternois,0,0,0,0,0,0,0,0,0,0,2022
62239,Coquelles,47,2,1,26,2,0,2,6,5,3,2022
62240,Corbehem,17,0,0,6,0,0,3,2,2,4,2022
62241,Cormont,2,1,0,0,0,0,0,0,1,0,2022
62242,Couin,0,0,0,0,0,0,0,0,0,0,2022
62243,Coullemont,2,0,0,0,0,1,0,1,0,0,2022
62244,Coulogne,33,4,2,12,3,0,2,3,5,2,2022
62245,Coulomby,7,1,0,2,0,0,0,2,0,2,2022
62246,Coupelle-Neuve,1,0,0,0,0,0,0,0,0,1,2022
62247,Coupelle-Vieille,3,0,0,2,0,0,0,0,0,1,2022
62248,Courcelles-le-Comte,6,0,1,1,0,0,0,1,1,2,2022
62249,Courcelles-lès-Lens,75,3,7,26,0,0,1,18,12,8,2022
62250,Courrières,107,11,8,39,3,3,1,16,14,12,2022
62251,Courset,8,1,1,0,0,0,2,1,1,2,2022
62252,La Couture,21,1,2,5,0,0,0,4,4,5,2022
62253,Couturelle,1,0,1,0,0,0,0,0,0,0,2022
62254,Coyecques,7,0,1,2,0,2,0,1,0,1,2022
62255,Crémarest,7,0,1,3,0,0,2,1,0,0,2022
62256,Crépy,1,1,0,0,0,0,0,0,0,0,2022
62257,Créquy,7,1,2,1,1,1,0,0,0,1,2022
62258,Croisette,1,0,1,0,0,0,0,0,0,0,2022
62259,Croisilles,15,1,2,4,0,1,0,3,1,3,2022
62260,Croix-en-Ternois,1,0,0,0,0,0,0,0,1,0,2022
62261,Cucq,84,3,1,22,1,6,5,24,9,13,2022
62262,Cuinchy,18,1,0,4,1,1,0,5,2,4,2022
62263,Dainville,46,3,7,9,2,0,2,9,6,8,2022
62264,Dannes,11,1,1,6,1,0,0,1,0,1,2022
62265,Delettes,10,0,2,3,1,0,0,1,0,3,2022
62266,Denier,1,0,0,0,0,0,0,1,0,0,2022
62267,Dennebrœucq,3,1,0,0,0,1,0,0,0,1,2022
62268,Desvres,42,3,7,9,3,2,3,8,4,3,2022
62269,Diéval,6,2,0,1,0,0,0,3,0,0,2022
62270,Divion,45,8,0,18,0,1,2,6,3,7,2022
62271,Dohem,7,1,0,1,0,0,0,1,3,1,2022
62272,Douchy-lès-Ayette,1,0,0,0,0,0,0,1,0,0,2022
62273,Doudeauville,3,0,1,1,0,0,0,0,0,1,2022
62274,Dourges,62,7,3,21,1,0,1,13,7,9,2022
62275,Douriez,4,1,0,1,0,0,1,1,0,0,2022
62276,Douvrin,64,4,4,15,5,3,3,15,3,12,2022
62277,Drocourt,19,2,1,8,0,0,1,3,2,2,2022
62278,Drouvin-le-Marais,7,1,0,2,0,0,0,3,1,0,2022
62279,Duisans,23,0,0,7,2,0,2,4,6,2,2022
62280,Dury,2,0,0,1,0,0,0,0,0,1,2022
62281,Echinghen,6,0,0,2,0,1,0,2,1,0,2022
62282,Éclimeux,3,0,1,1,0,0,0,1,0,0,2022
62283,Écoivres,0,0,0,0,0,0,0,0,0,0,2022
62284,Écourt-Saint-Quentin,14,3,0,4,0,0,1,3,1,2,2022
62285,Écoust-Saint-Mein,7,0,0,2,0,1,2,0,1,1,2022
62286,Ecquedecques,10,1,1,3,0,0,0,3,1,1,2022
62288,Ecques,25,3,0,4,0,2,1,6,5,4,2022
62289,Écuires,4,0,0,1,1,0,0,0,0,2,2022
62290,Écurie,3,1,0,0,0,0,0,0,2,0,2022
62291,Éleu-dit-Leauwette,20,2,2,5,1,1,0,2,4,3,2022
62292,Elnes,5,1,2,1,0,0,0,1,0,0,2022
62293,Embry,4,0,0,3,0,0,0,0,0,1,2022
62295,Enquin-lez-Guinegatte,18,1,2,4,1,0,2,3,0,5,2022
62296,Enquin-sur-Baillons,2,1,0,0,0,0,0,1,0,0,2022
62297,Éperlecques,43,4,3,12,2,0,2,8,3,9,2022
62298,Épinoy,4,0,1,3,0,0,0,0,0,0,2022
62299,Eps,0,0,0,0,0,0,0,0,0,0,2022
62300,Équihen-Plage,23,3,0,7,2,0,3,2,5,1,2022
62301,Équirre,0,0,0,0,0,0,0,0,0,0,2022
62302,Ergny,1,0,0,0,0,0,0,0,1,0,2022
62303,Érin,4,0,1,1,0,2,0,0,0,0,2022
62304,Erny-Saint-Julien,3,0,0,2,0,0,0,0,1,0,2022
62306,Ervillers,2,0,0,1,1,0,0,0,0,0,2022
62307,Escalles,4,2,0,1,0,0,0,1,0,0,2022
62308,Escœuilles,8,0,1,3,0,0,0,3,0,1,2022
62309,Esquerdes,11,0,0,1,1,0,1,3,2,3,2022
62310,Essars,14,1,3,2,1,0,1,3,0,3,2022
62311,Estevelles,12,3,1,3,0,1,0,3,0,1,2022
62312,Estrée,2,0,0,1,0,0,0,0,1,0,2022
62313,Estrée-Blanche,9,3,1,2,0,0,0,0,0,3,2022
62314,Estrée-Cauchy,0,0,0,0,0,0,0,0,0,0,2022
62315,Estréelles,2,0,0,1,0,0,0,1,0,0,2022
62316,Estrée-Wamin,1,0,0,1,0,0,0,0,0,0,2022
62317,Étaing,7,0,2,1,0,1,1,0,1,1,2022
62318,Étaples,88,6,5,29,2,4,7,15,10,10,2022
62319,Éterpigny,3,2,0,0,0,0,0,0,0,1,2022
62320,Étrun,3,0,2,0,0,0,0,0,1,0,2022
62321,Évin-Malmaison,39,8,6,11,2,1,1,2,2,6,2022
62322,Famechon,0,0,0,0,0,0,0,0,0,0,2022
62323,Fampoux,20,2,1,4,0,0,1,6,4,2,2022
62324,Farbus,6,0,1,2,1,0,0,0,2,0,2022
62325,Fauquembergues,17,3,0,6,0,1,1,2,0,4,2022
62326,Favreuil,3,0,0,1,0,0,1,0,0,1,2022
62327,Febvin-Palfart,5,2,0,0,1,0,0,1,0,1,2022
62328,Ferfay,8,0,1,3,1,0,0,1,1,1,2022
62329,Ferques,9,2,0,3,0,0,0,1,1,2,2022
62330,Festubert,14,0,1,6,1,1,1,3,1,0,2022
62331,Feuchy,9,1,1,3,0,0,0,2,1,1,2022
62332,Ficheux,1,0,0,0,0,0,0,0,0,1,2022
62333,Fiefs,5,2,1,1,0,0,0,0,1,0,2022
62334,Fiennes,5,1,0,1,0,0,0,1,1,1,2022
62335,Fillièvres,4,0,0,1,0,0,0,2,0,1,2022
62336,Fléchin,6,1,0,0,0,0,0,2,0,3,2022
62337,Flers,0,0,0,0,0,0,0,0,0,0,2022
62338,Fleurbaix,48,3,4,7,1,2,3,14,8,6,2022
62339,Fleury,2,0,0,0,0,0,0,0,1,1,2022
62340,Floringhem,10,1,1,3,0,1,0,3,0,1,2022
62341,Foncquevillers,4,2,0,0,0,0,0,1,0,1,2022
62342,Fontaine-lès-Boulans,2,2,0,0,0,0,0,0,0,0,2022
62343,Fontaine-lès-Croisilles,1,0,0,1,0,0,0,0,0,0,2022
62344,Fontaine-lès-Hermans,1,0,0,1,0,0,0,0,0,0,2022
62345,Fontaine-l'Étalon,0,0,0,0,0,0,0,0,0,0,2022
62346,Fortel-en-Artois,1,0,1,0,0,0,0,0,0,0,2022
62347,Fosseux,4,2,0,1,0,1,0,0,0,0,2022
62348,Foufflin-Ricametz,1,0,0,0,0,0,1,0,0,0,2022
62349,Fouquereuil,13,1,1,2,0,0,0,4,4,1,2022
62350,Fouquières-lès-Béthune,5,0,1,1,0,0,0,1,2,0,2022
62351,Fouquières-lès-Lens,45,3,8,20,1,0,2,5,1,5,2022
