code_commune,commune,inscrits,abstentions,votants,blancs,nuls,exprimes,annee,taux_abstention
62730,Ruminghem,1080,242,838,8,3,827,2022,22.407407407407405
62731,Ruyaulcourt,239,66,173,0,2,171,2022,27.615062761506277
62732,Sachin,249,24,225,3,1,221,2022,9.63855421686747
62733,Sailly-Au-Bois,216,47,169,0,2,167,2022,21.75925925925926
62734,Sailly-En-Ostrevent,568,141,427,10,1,416,2022,24.823943661971832
62735,Sailly-Labourse,1711,417,1294,14,30,1250,2022,24.371712448860315
62736,Sailly-Sur-La-Lys,3190,678,2512,47,22,2443,2022,21.253918495297803
62737,Sains-En-Gohelle,4723,1362,3361,71,0,3290,2022,28.837603218293456
62738,Sains-Lès-Fressin,107,18,89,0,2,87,2022,16.822429906542055
62739,Sains-Lès-Marquion,270,55,215,5,1,209,2022,20.37037037037037
62740,Sains-Lès-Pernes,257,43,214,5,0,209,2022,16.731517509727624
62741,Saint-Amand,110,15,95,1,0,94,2022,13.636363636363635
62742,Saint-Aubin,246,23,223,3,0,220,2022,9.34959349593496
62743,Sainte-Austreberthe,313,49,264,5,3,256,2022,15.654952076677317
62744,Sainte-Catherine,2634,537,2097,26,16,2055,2022,20.387243735763096
62745,Saint-Denoeux,122,16,106,0,0,106,2022,13.114754098360656
62746,Saint-Etienne-Au-Mont,3945,1104,2841,35,29,2777,2022,27.984790874524716
62747,Saint-Floris,466,80,386,11,1,374,2022,17.167381974248926
62748,Saint-Folquin,1815,404,1411,21,4,1386,2022,22.258953168044076
62749,Saint-Georges,243,35,208,7,0,201,2022,14.40329218106996
62750,Saint-Hilaire-Cottes,650,146,504,6,1,497,2022,22.46153846153846
62751,Saint-Inglevert,575,97,478,3,2,473,2022,16.869565217391305
62752,Saint-Josse,950,188,762,17,3,742,2022,19.789473684210527
62753,Saint-Laurent-Blangy,4897,1211,3686,63,26,3597,2022,24.729426179293444
62754,Saint-Léger,351,51,300,4,2,294,2022,14.529914529914532
62755,Saint-Léonard,2824,769,2055,46,12,1997,2022,27.230878186968837
62756,Sainte-Marie-Kerque,1170,228,942,12,5,925,2022,19.48717948717949
62757,Saint-Martin-Lez-Tatinghem,4998,1259,3739,48,35,3656,2022,25.19007603041217
62758,Saint-Martin-Boulogne,8847,2366,6481,78,58,6345,2022,26.743528879846274
62759,Saint-Martin-Choquel,357,48,309,1,6,302,2022,13.445378151260504
62760,Saint-Martin-D'Hardinghem,224,48,176,5,2,169,2022,21.428571428571427
62761,Saint-Martin-Sur-Cojeul,185,30,155,3,0,152,2022,16.216216216216218
62762,Saint-Michel-Sous-Bois,116,14,102,1,1,100,2022,12.068965517241379
62763,Saint-Michel-Sur-Ternoise,672,173,499,7,2,490,2022,25.744047619047617
62764,Saint-Nicolas,3399,930,2469,30,29,2410,2022,27.360988526037072
62765,Saint-Omer,8721,2670,6051,62,39,5950,2022,30.61575507395941
62766,Saint-Omer-Capelle,762,138,624,20,8,596,2022,18.11023622047244
62767,Saint-Pol-Sur-Ternoise,3381,1067,2314,32,11,2271,2022,31.558710440698018
62768,Saint-Rémy-Au-Bois,103,28,75,0,0,75,2022,27.184466019417474
62769,Saint-Tricat,639,122,517,5,1,511,2022,19.092331768388107
62770,Saint-Venant,2253,514,1739,28,15,1696,2022,22.814025743453172
62771,Sallaumines,6424,1988,4436,46,40,4350,2022,30.94645080946451
62772,Salperwick,426,72,354,6,2,346,2022,16.901408450704224
62773,Samer,3179,727,2452,24,11,2417,2022,22.868826675055047
62774,Sangatte,3789,925,2864,42,11,2811,2022,24.41277381894959
62775,Sanghen,245,53,192,2,2,188,2022,21.63265306122449
62776,Sapignies,135,29,106,1,0,105,2022,21.48148148148148
62777,Le Sars,132,38,94,0,1,93,2022,28.78787878787879
62778,Sars-Le-Bois,65,5,60,2,0,58,2022,7.6923076923076925
62779,Sarton,152,40,112,1,1,110,2022,26.31578947368421
62780,Sauchy-Cauchy,289,64,225,4,0,221,2022,22.145328719723185
62781,Sauchy-Lestrée,343,93,250,4,0,246,2022,27.113702623906704
62782,Saudemont,383,105,278,4,1,273,2022,27.415143603133156
62783,Saulchoy,255,49,206,1,0,205,2022,19.215686274509807
62784,Saulty,544,105,439,8,5,426,2022,19.301470588235293
62785,Savy-Berlette,776,137,639,10,2,627,2022,17.65463917525773
62786,Selles,225,49,176,3,1,172,2022,21.777777777777775
62787,Sempy,251,55,196,4,0,192,2022,21.91235059760956
62788,Seninghem,547,136,411,7,5,399,2022,24.862888482632542
62789,Senlecques,200,26,174,2,1,171,2022,13.0
62790,Senlis,144,30,114,1,2,111,2022,20.833333333333336
62791,Séricourt,44,6,38,0,0,38,2022,13.636363636363635
62792,Serques,988,211,777,13,9,755,2022,21.356275303643724
62793,Servins,836,160,676,14,3,659,2022,19.138755980861244
62794,Setques,451,60,391,5,2,384,2022,13.303769401330376
62795,Sibiville,81,7,74,3,3,68,2022,8.641975308641975
62796,Simencourt,459,78,381,6,3,372,2022,16.99346405228758
62797,Siracourt,233,49,184,5,2,177,2022,21.030042918454935
62798,Sombrin,179,35,144,4,0,140,2022,19.553072625698324
62799,Sorrus,692,135,557,11,1,545,2022,19.508670520231213
62800,Souastre,266,43,223,6,0,217,2022,16.165413533834585
62801,Souchez,2201,538,1663,22,7,1634,2022,24.443434802362564
62802,Le Souich,130,33,97,1,0,96,2022,25.384615384615383
62803,Surques,440,75,365,6,4,355,2022,17.045454545454543
62804,Sus-Saint-Léger,248,53,195,3,0,192,2022,21.370967741935484
62805,Tangry,198,29,169,5,0,164,2022,14.646464646464647
62806,Tardinghen,140,18,122,0,0,122,2022,12.857142857142856
62808,Teneur,213,30,183,1,1,181,2022,14.084507042253522
62809,Ternas,108,30,78,2,0,76,2022,27.77777777777778
62810,Thélus,1085,193,892,10,7,875,2022,17.788018433179722
62811,Thérouanne,931,247,684,13,7,664,2022,26.53061224489796
62812,Thiembronne,597,126,471,5,4,462,2022,21.105527638190953
62813,La Thieuloye,377,93,284,5,3,276,2022,24.6684350132626
62814,Thièvres,87,18,69,1,0,68,2022,20.689655172413794
62815,Tigny-Noyelle,153,26,127,1,1,125,2022,16.99346405228758
62816,Tilloy-Lès-Hermaville,176,31,145,4,1,140,2022,17.613636363636363
62817,Tilloy-Lès-Mofflaines,1169,234,935,19,10,906,2022,20.01710863986313
62818,Tilly-Capelle,115,21,94,0,1,93,2022,18.26086956521739
62819,Tilques,910,158,752,8,4,740,2022,17.36263736263736
62820,Tincques,664,122,542,0,12,530,2022,18.373493975903614
62821,Tingry,210,34,176,5,2,169,2022,16.19047619047619
62822,Tollent,79,21,58,2,0,56,2022,26.582278481012654
62823,Torcy,143,27,116,1,0,115,2022,18.88111888111888
62824,Tortefontaine,188,35,153,0,0,153,2022,18.617021276595743
62825,Tortequesne,644,136,508,8,1,499,2022,21.11801242236025
62826,Le Touquet-Paris-Plage,5342,1151,4191,21,20,4150,2022,21.54623736428304
62827,Tournehem-Sur-La-Hem,1114,292,822,8,1,813,2022,26.21184919210054
62828,Tramecourt,58,11,47,2,0,45,2022,18.96551724137931
62829,Le Transloy,331,69,262,3,0,259,2022,20.84592145015106
62830,Trescault,158,49,109,0,1,108,2022,31.0126582278481
62831,Troisvaux,236,24,212,6,1,205,2022,10.16949152542373
62832,Tubersent,446,76,370,10,4,356,2022,17.040358744394617
62833,Vacquerie-Le-Boucq,58,10,48,0,0,48,2022,17.24137931034483
62834,Vacqueriette-Erquières,189,44,145,1,0,144,2022,23.28042328042328
62835,Valhuon,439,88,351,8,2,341,2022,20.045558086560362
62836,Vaudricourt,878,164,714,1,6,707,2022,18.678815489749432
62837,Vaudringhem,413,85,328,4,2,322,2022,20.581113801452787
62838,Vaulx,67,18,49,3,0,46,2022,26.865671641791046
62839,Vaulx-Vraucourt,781,179,602,9,3,590,2022,22.91933418693982
62840,Vélu,111,27,84,0,1,83,2022,24.324324324324326
62841,Vendin-Lès-Béthune,2031,518,1513,15,10,1488,2022,25.50467749876908
62842,Vendin-Le-Vieil,6106,1770,4336,50,41,4245,2022,28.987880773010154
62843,Verchin,180,31,149,0,1,148,2022,17.22222222222222
62844,Verchocq,522,114,408,6,3,399,2022,21.839080459770116
62845,Verlincthun,383,71,312,11,5,296,2022,18.5378590078329
62846,Vermelles,3514,968,2546,40,16,2490,2022,27.54695503699488
62847,Verquigneul,1377,354,1023,6,14,1003,2022,25.70806100217865
62848,Verquin,2640,669,1971,29,10,1932,2022,25.340909090909093
62849,Verton,2049,457,1592,31,7,1554,2022,22.30356271351879
62850,Vieil-Hesdin,297,46,251,3,0,248,2022,15.488215488215488
62851,Vieille-Chapelle,707,136,571,4,14,553,2022,19.236209335219236
62852,Vieille-Eglise,1100,253,847,16,10,821,2022,23.0
62853,Vieil-Moutier,296,44,252,4,2,246,2022,14.864864864864865
62854,Villers-Au-Bois,414,62,352,6,0,346,2022,14.975845410628018
62855,Villers-Au-Flos,172,45,127,2,0,125,2022,26.16279069767442
62856,Villers-Brûlin,265,38,227,4,1,222,2022,14.339622641509434
62857,Villers-Châtel,109,11,98,2,0,96,2022,10.091743119266056
62858,Villers-Lès-Cagnicourt,185,38,147,1,0,146,2022,20.54054054054054
62859,Villers-L'Hôpital,211,32,179,3,0,176,2022,15.165876777251185
62860,Villers-Sir-Simon,107,22,85,1,0,84,2022,20.5607476635514
62861,Vimy,3403,660,2743,24,23,2696,2022,19.39465177784308
62862,Vincly,99,20,79,2,1,76,2022,20.2020202020202
62863,Violaines,3011,657,2354,35,13,2306,2022,21.819993357688475
62864,Vis-En-Artois,467,96,371,7,8,356,2022,20.556745182012847
62865,Vitry-En-Artois,3814,1001,2813,52,19,2742,2022,26.245411641321446
62866,Waben,377,98,279,5,2,272,2022,25.9946949602122
62867,Wacquinghen,214,28,186,3,3,180,2022,13.084112149532709
62868,Wail,220,41,179,0,179,0,2022,18.636363636363637
62869,Wailly,900,185,715,15,3,697,2022,20.555555555555554
62870,Wailly-Beaucamp,823,169,654,16,4,634,2022,20.534629404617256
62871,Wambercourt,181,41,140,0,5,135,2022,22.65193370165746
62872,Wamin,197,38,159,0,3,156,2022,19.289340101522843
62873,Wancourt,520,106,414,10,3,401,2022,20.384615384615383
62874,Wanquetin,567,98,469,11,2,456,2022,17.28395061728395
62875,Wardrecques,986,216,770,16,11,743,2022,21.906693711967545
62876,Warlencourt-Eaucourt,85,14,71,0,1,70,2022,16.470588235294116
62877,Warlincourt-Lès-Pas,128,13,115,0,0,115,2022,10.15625
62878,Warlus,320,40,280,3,2,275,2022,12.5
62879,Warluzel,182,32,150,0,1,149,2022,17.582417582417584
62880,Le Wast,162,29,133,0,1,132,2022,17.901234567901234
62881,Beauvoir-Wavans,276,58,218,6,2,210,2022,21.014492753623188
62882,Wavrans-Sur-L'Aa,1001,235,766,18,5,743,2022,23.476523476523475
62883,Wavrans-Sur-Ternoise,149,35,114,0,0,114,2022,23.48993288590604
62885,Westrehem,183,35,148,1,4,143,2022,19.12568306010929
62886,Wicquinghem,173,29,144,2,1,141,2022,16.76300578034682
62887,Widehem,209,41,168,5,1,162,2022,19.617224880382775
62888,Wierre-Au-Bois,204,36,168,1,2,165,2022,17.647058823529413
62889,Wierre-Effroy,721,138,583,7,5,571,2022,19.14008321775312
62890,Willeman,151,20,131,0,2,129,2022,13.245033112582782
62891,Willencourt,115,18,97,1,1,95,2022,15.65217391304348
62892,Willerval,541,94,447,8,1,438,2022,17.375231053604438
62893,Wimereux,5970,1583,4387,42,22,4323,2022,26.515912897822446
62894,Wimille,3196,812,2384,28,12,2344,2022,25.406758448060074
62895,Wingles,6278,1973,4305,52,24,4229,2022,31.427206116597645
62896,Wirwignes,642,109,533,4,3,526,2022,16.978193146417446
62897,Wismes,402,77,325,4,5,316,2022,19.154228855721392
62898,Wisques,194,22,172,3,1,168,2022,11.34020618556701
62899,Wissant,936,243,693,6,4,683,2022,25.961538461538463
62900,Witternesse,505,111,394,12,5,377,2022,21.980198019801982
62901,Wittes,711,125,586,8,4,574,2022,17.580872011251756
62902,Wizernes,2624,666,1958,25,27,1906,2022,25.381097560975608
62903,Zoteux,439,65,374,8,3,363,2022,14.80637813211845
62904,Zouafques,400,68,332,4,2,326,2022,17.0
62905,Zudausques,810,110,700,5,6,689,2022,13.580246913580247
62906,Zutkerque,1329,341,988,18,5,965,2022,25.658389766741912
62907,Libercourt,5742,1742,4000,50,25,3925,2022,30.337861372344133
62908,La Capelle-Lès-Boulogne,1386,306,1080,13,21,1046,2022,22.07792207792208
62909,Ytres,303,69,234,0,1,233,2022,22.772277227722775
