"code_commune","commune","annee","inscrits","abstentions","votants","blancs","nuls","exprimes","taux_abstention","population","part_jeunes","part_seniors","indice_jeunesse","emploi_total","emploi_moins_25","emploi_25_49","emploi_50_plus","creations_total","creations_industrie","creations_construction","creations_commerce_transport","creations_info_com","creations_finance","creations_immo","creations_services_admin","creations_adm_sante_social","creations_autres_services","nombre_infractions_total","taux_infractions_moyen"
"62339","Fleury",2017,73,19,54,2,0,52,"26.027397260273972",122,"37.837837837837874","20.72072072072074","1.8260869565217392","10","0","5","5","0","0","0","0","0","0","0","0","0","0","2","0.6836050133333333"
"62340","Floringhem",2017,595,104,491,11,6,474,"17.478991596638654",898,"37.03284258210656","22.876557191393033","1.6188118811881196","60","10","40","10","1","0","0","0","0","0","0","0","1","0","19","1.4244329866666667"
"62341","Foncquevillers",2017,322,30,292,9,3,280,"9.316770186335404",435,"34.76190476190473","25.95238095238093","1.3394495412844039","35","5","15","10","2","0","0","0","0","1","0","0","1","0","8","1.2056891666666667"
"62342","Fontaine-Lès-Boulans",2017,81,13,68,1,1,66,"16.049382716049383",100,"39.8058252427184","22.330097087378668","1.7826086956521696","5","0","5","0","2","2","0","0","0","0","0","0","0","0","0","0.4305687"
"62343","Fontaine-Lès-Croisilles",2017,199,12,187,8,3,176,"6.030150753768844",278,"33.584905660377316","24.150943396226396","1.3906249999999996","15","0","10","5","1","0","0","0","0","0","0","0","1","0","4","1.1503484466666665"
"62344","Fontaine-Lès-Hermans",2017,80,13,67,0,0,67,"16.25",108,"35.18518518518518","20.37037037037037","1.7272727272727273","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4302556066666667"
"62345","Fontaine-L'Etalon",2017,83,9,74,1,0,73,"10.843373493975903",102,"26.415094339622648","33.01886792452822","0.800000000000002","5","0","5","0","1","0","0","1","0","0","0","0","0","0","0","0.9174107333333335"
"62346","Fortel-En-Artois",2017,150,12,138,3,1,134,"8",211,"40.375586854460096","15.962441314554027","2.5294117647058765","15","0","10","0","1","0","1","0","0","0","0","0","0","0","3","1.2845091133333333"
"62347","Fosseux",2017,114,11,103,1,0,102,"9.649122807017543",136,"30.23255813953478","29.45736434108519","1.0263157894736834","10","0","5","5","1","1","0","0","0","0","0","0","0","0","2","0.8799851800000001"
"62348","Foufflin-Ricametz",2017,118,14,104,2,3,99,"11.864406779661017",160,"38.46153846153839","23.076923076923006","1.6666666666666683","5","0","5","0","3","0","0","1","0","0","0","1","0","1","1","0.30840789333333335"
"62349","Fouquereuil",2017,1090,144,946,27,14,905,"13.211009174311927",1570,"39.80224977333274","20.04793261197302","1.9853543277356216","125","20","70","30","7","0","1","3","0","0","0","1","1","1","37","1.6008576266666665"
"62350","Fouquières-Lès-Béthune",2017,843,100,743,18,6,719,"11.862396204033216",1060,"28.5773859578984","34.10594200990336","0.8379005027804354","50","5","30","15","10","2","1","3","0","1","0","2","0","1","38","2.4078170933333336"
"62351","Fouquières-Lès-Lens",2017,4554,1204,3350,55,32,3263,"26.438296003513393",6362,"39.63467236603873","23.18043732255593","1.7098328135281495","645","105","400","140","17","1","2","5","0","0","1","1","3","4","224","2.7703980800000005"
"62352","Framecourt",2017,79,7,72,0,1,71,"8.860759493670885",105,"32.38095238095238","31.428571428571427","1.0303030303030303","10","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0.7389765933333334"
"62353","Frémicourt",2017,205,47,158,3,0,155,"22.926829268292686",244,"31.92434140704426","25.23896480552288","1.2648831540055268","20","0","10","5","4","0","0","3","0","0","0","1","0","0","4","1.3154781066666668"
"62354","Frencq",2017,665,140,525,2,9,514,"21.052631578947366",843,"38.604651162790745","23.139534883720884","1.668341708542719","55","15","25","15","4","1","0","1","0","0","0","0","2","0","16","1.2056891666666667"
"62355","Fresnes-Lès-Montauban",2017,419,44,375,4,4,367,"10.501193317422434",572,"39.07056798623058","22.375215146299464","1.7461538461538446","35","5","20","10","13","1","4","3","0","0","0","3","1","1","19","2.04309158"
"62356","Fresnicourt-Le-Dolmen",2017,651,76,575,14,6,555,"11.674347158218126",772,"28.60727728983695","26.22333751568381","1.0909090909090935","55","10","30","15","3","1","0","2","0","0","0","0","0","0","19","1.5218721866666667"
"62357","Fresnoy",2017,55,6,49,0,0,49,"10.909090909090908",69,"30.434782608695656","34.78260869565217","0.875","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7562726866666668"
"62358","Fresnoy-En-Gohelle",2017,200,42,158,6,1,151,"21",214,"31.818181818181817","24.54545454545457","1.296296296296295","10","5","10","0","0","0","0","0","0","0","0","0","0","0","3","1.1243709333333336"
"62359","Fressin",2017,402,46,356,4,0,352,"11.442786069651742",575,"37.779034430914805","22.88959080395026","1.6504897249799215","25","5","15","5","3","0","0","1","0","0","0","0","1","1","15","1.5218721866666667"
"62360","Fréthun",2017,1028,197,831,15,4,812,"19.16342412451362",1322,"37.72498200143994","20.086393088552935","1.878136200716847","105","20","60","25","5","1","0","1","0","0","0","0","2","1","30","1.56945954"
"62361","Frévent",2017,2429,616,1813,45,13,1755,"25.360230547550433",3570,"36.31003123453266","29.456585787629542","1.2326625867747802","355","60","210","85","18","2","1","8","0","0","0","2","3","2","195","3.6415249800000002"
"62362","Frévillers",2017,190,29,161,4,0,157,"15.263157894736842",239,"38.49372384937239","20.502092050209207","1.8775510204081634","20","5","10","5","1","0","0","1","0","0","0","0","0","0","4","1.14000548"
"62363","Frévin-Capelle",2017,319,36,283,9,0,274,"11.285266457680251",380,"28.421052631578945","32.89473684210527","0.864","15","0","5","5","2","0","0","2","0","0","0","0","0","0","7","1.1870699133333333"
"62364","Fruges",2017,1455,233,1222,22,18,1182,"16.013745704467354",2371,"34.57874251530544","29.354933881243596","1.1779533435569962","210","30","130","50","14","1","0","5","1","0","0","3","2","2","87","2.477952793333334"
"62365","Galametz",2017,129,25,104,4,0,100,"19.379844961240313",199,"37.04860118187357","24.87784002793577","1.4892209749829983","20","0","10","5","0","0","0","0","0","0","0","0","0","0","2","1.2613101"
"62366","Gauchin-Légal",2017,290,54,236,1,2,233,"18.620689655172416",321,"30.361900838287603","23.235773849874136","1.3066877408282258","15","5","5","0","1","0","0","0","0","0","0","1","0","0","4","1.1429901866666667"
"62367","Gauchin-Verloingt",2017,500,80,420,5,13,402,"16",838,"28.51988949693648","37.4491067244671","0.7615639461515705","50","10","25","15","3","0","0","1","0","0","0","1","1","0","19","1.4318470266666667"
"62368","Gaudiempré",2017,139,23,116,10,1,105,"16.546762589928058",199,"43.21608040201005","23.618090452261306","1.8297872340425532","15","0","10","5","1","0","0","0","0","0","0","0","0","1","2","1.0480437666666667"
"62369","Gavrelle",2017,487,62,425,4,1,420,"12.73100616016427",627,"40.82934609250399","15.94896331738437","2.56","40","5","25","5","5","0","2","2","0","0","1","0","0","0","30","3.06787806"
"62370","Gennes-Ivergny",2017,106,12,94,0,0,94,"11.320754716981133",128,"28.125","32.8125","0.8571428571428571","10","0","10","0","1","0","0","1","0","0","0","0","0","0","1","0.6267844800000001"
"62371","Givenchy-En-Gohelle",2017,1658,266,1392,31,9,1352,"16.043425814234016",1947,"31.895223420647152","28.24858757062147","1.1290909090909091","120","15","75","30","9","1","1","4","0","0","0","1","1","1","46","1.7800538866666669"
"62372","Givenchy-Le-Noble",2017,120,20,100,4,1,95,"16.666666666666664",150,"32.666666666666664","28.666666666666668","1.1395348837209303","10","5","5","0","1","0","0","0","0","0","0","0","1","0","1","0.46799425333333333"
"62373","Givenchy-Lès-La-Bassée",2017,777,114,663,15,4,644,"14.671814671814673",1012,"36.835943001527376","21.518469188734795","1.7118291584055374","60","10","30","20","0","0","0","0","0","0","0","0","0","0","21","1.4594156200000001"
"62374","Gomiécourt",2017,133,16,117,4,2,111,"12.030075187969924",156,"30.718954248366092","26.143790849673245","1.1750000000000012","15","0","10","5","1","0","0","0","0","1","0","0","0","0","1","0.48331440000000003"
"62375","Gommecourt",2017,91,16,75,2,4,69,"17.582417582417584",96,"28.000000000000004","36.00000000000001","0.7777777777777778","10","5","5","5","0","0","0","0","0","0","0","0","0","0","0","0.9174107333333335"
"62376","Gonnehem",2017,1969,318,1651,35,15,1601,"16.15033011681056",2536,"31.852045614656227","25.85058979083988","1.232159338428052","140","25","85","30","12","0","1","4","1","0","1","1","2","2","60","1.55367992"
"62377","Gosnay",2017,754,151,603,14,4,585,"20.02652519893899",951,"33.965429665294735","26.175429286228674","1.2976073589427055","75","10","50","15","1","0","0","1","0","0","0","0","0","0","23","1.7708008533333333"
"62378","Gouves",2017,163,29,134,5,2,127,"17.791411042944784",197,"33.50253807106599","28.934010152284262","1.1578947368421053","10","0","5","5","1","0","0","1","0","0","0","0","0","0","1","0.5715772866666666"
"62379","Gouy-En-Artois",2017,293,39,254,1,4,249,"13.310580204778159",330,"28.484848484848484","31.212121212121215","0.912621359223301","20","0","10","10","1","0","0","0","0","0","0","1","0","0","5","0.9646735399999999"
"62380","Gouy-Servins",2017,255,28,227,1,4,222,"10.980392156862745",344,"34.593023255813954","22.093023255813954","1.5657894736842106","15","5","10","5","2","0","0","1","0","0","0","0","0","1","7","1.06878086"
"62381","Gouy-En-Ternois",2017,119,14,105,2,3,100,"11.76470588235294",133,"31.914893617021285","22.695035460992905","1.4062500000000004","5","0","5","0","1","0","0","0","0","0","0","0","1","0","0","0.4287452333333333"
"62382","Gouy-Saint-André",2017,526,75,451,25,4,422,"14.258555133079847",643,"35.88957055214717","24.69325153374227","1.4534161490683237","50","10","30","10","2","0","0","0","0","0","0","2","0","0","10","0.9284129799999999"
"62383","Gouy-Sous-Bellonne",2017,1078,162,916,14,3,899,"15.0278293135436",1368,"32.84777858703567","28.696285506190822","1.144670050761421","65","10","40","15","4","0","0","0","0","1","1","1","1","0","31","1.5218721866666667"
"62384","Graincourt-Lès-Havrincourt",2017,485,87,398,0,7,391,"17.938144329896907",638,"35.04672897196263","22.429906542056","1.5625000000000058","60","10","35","20","1","0","0","0","0","0","0","0","0","1","14","1.4181926666666667"
"62385","Grand-Rullecourt",2017,334,50,284,7,4,273,"14.97005988023952",410,"35.32467532467532","23.896103896103895","1.478260869565217","25","5","20","0","1","0","0","1","0","0","0","0","0","0","7","1.1178277333333333"
"62386","Grenay",2017,4381,1002,3379,48,23,3308,"22.871490527276876",6932,"43.862732532600816","17.93276389439063","2.4459549454237273","790","170","495","125","24","2","3","13","1","1","0","2","1","1","283","3.0179808866666673"
"62387","Grévillers",2017,295,43,252,0,9,243,"14.576271186440678",365,"29.120879120879152","26.37362637362639","1.1041666666666672","25","5","15","5","2","0","0","1","1","0","0","0","0","0","8","1.2526924866666667"
"62388","Grigny",2017,223,34,189,6,0,183,"15.246636771300448",296,"33.05861491953346","28.987696597720557","1.1404360745976974","15","5","10","5","3","0","1","0","0","0","0","1","1","0","4","1.1547738066666668"
"62389","Grincourt-Lès-Pas",2017,34,2,32,0,0,32,"5.88235294117647",30,"23.333333333333332","40","0.5833333333333334","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.40584709333333335"
"62390","Groffliers",2017,1276,178,1098,23,7,1068,"13.94984326018809",1508,"31.1321045985242","30.05497647063418","1.035838594947577","90","20","55","15","4","0","2","0","0","0","0","0","1","1","37","1.6047429266666668"
"62391","Guarbecque",2017,1196,217,979,17,12,950,"18.1438127090301",1425,"33.54519774011298","27.04802259887004","1.2402088772845954","95","20","55","20","6","0","0","4","0","1","0","0","1","0","33","1.5218721866666667"
"62392","Guémappe",2017,292,27,265,6,1,258,"9.246575342465754",336,"29.5089193136364","26.77855092502941","1.1019610208278658","10","5","5","5","2","0","1","1","0","0","0","0","0","0","6","1.0244888133333334"
"62393","Guemps",2017,819,142,677,4,13,660,"17.338217338217337",1092,"40.88397790055229","17.955801104972274","2.2769230769230786","100","20","60","20","8","0","2","5","0","0","0","0","1","0","24","1.5138289933333333"
"62395","Guigny",2017,145,30,115,4,3,108,"20.689655172413794",139,"28.05755395683453","30.215827338129497","0.9285714285714286","15","5","5","5","1","0","1","0","0","0","0","0","0","0","1","0.44642174"
"62396","Guinecourt",2017,15,3,12,0,0,12,"20",17,"19.99999999999994","53.33333333333318","0.375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.14100858666666666"
"62397","Guînes",2017,3852,875,2977,40,32,2905,"22.71547248182762",5626,"40.15466006593707","21.596608761580807","1.8593039541175573","645","140","365","140","20","1","2","5","0","0","0","3","6","3","207","2.539732893333334"
"62398","Guisy",2017,246,40,206,7,2,197,"16.260162601626014",270,"26.37362637362637","27.83882783882781","0.9473684210526323","15","0","5","5","1","0","0","0","0","0","0","0","0","1","5","1.1359052"
"62399","Habarcq",2017,552,81,471,5,3,463,"14.673913043478262",676,"34.29438543247347","24.279210925644932","1.4125","50","10","20","15","4","0","0","2","0","0","0","1","1","0","15","1.4244329866666667"
"62400","Haillicourt",2017,3717,1101,2616,44,13,2559,"29.620661824051652",4886,"38.418546884703055","22.955909749534236","1.6735798016230894","500","100","295","100","25","1","0","14","1","1","1","1","3","3","158","2.43533848"
"62401","Haisnes",2017,3345,680,2665,60,31,2574,"20.328849028400597",4337,"37.92350234423702","21.979492045972666","1.7254039476852152","365","75","230","65","24","0","6","6","1","0","1","3","3","4","92","1.6108865200000002"
"62402","Halinghen",2017,232,26,206,2,2,202,"11.206896551724139",325,"32.26837060702878","23.642172523961708","1.3648648648648634","20","5","15","5","5","1","1","1","0","0","1","1","0","0","4","0.8205441800000001"
"62403","Hallines",2017,989,172,817,8,13,796,"17.391304347826086",1195,"32.76706872360712","24.175351933385816","1.355391591150169","120","15","65","40","6","0","0","3","0","0","0","0","2","1","27","1.5083044666666665"
"62404","Halloy",2017,159,21,138,2,1,135,"13.20754716981132",217,"28.57142857142857","28.571428571428566","1.0000000000000004","10","0","5","0","0","0","0","0","0","0","0","0","0","0","2","0.5613331733333333"
"62405","Hamblain-Les-Prés",2017,419,69,350,1,10,339,"16.467780429594274",504,"35.54964103647604","21.858785242783906","1.6263319595132488","30","0","20","10","1","0","0","0","0","0","0","1","0","0","9","1.1796618"
"62406","Hamelincourt",2017,206,24,182,3,2,177,"11.650485436893204",255,"33.590733590733606","17.76061776061776","1.8913043478260883","10","0","5","5","4","0","0","2","0","0","0","0","0","2","2","0.5334455600000001"
"62407","Ham-En-Artois",2017,815,125,690,18,4,668,"15.337423312883436",992,"31.07403545359747","29.405630865484945","1.056737588652479","60","10","35","20","3","0","1","1","0","0","0","0","0","1","19","1.2845091133333333"
"62408","Hames-Boucres",2017,1018,164,854,12,6,836,"16.110019646365423",1469,"38.02333562113922","19.21757035003425","1.9785714285714298","120","15","70","35","9","0","2","2","0","0","0","3","1","1","33","1.4285332666666666"
"62409","Hannescamps",2017,145,15,130,2,2,126,"10.344827586206897",196,"35.05154639175258","15.463917525773208","2.2666666666666653","20","5","15","5","0","0","0","0","0","0","0","0","0","0","2","1.1123502466666666"
"62410","Haplincourt",2017,169,33,136,1,0,135,"19.526627218934912",184,"36.021505376344074","29.569892473118305","1.2181818181818167","20","5","10","5","4","2","0","1","0","0","0","0","0","1","2","1.0895696000000001"
"62411","Haravesnes",2017,33,3,30,0,2,28,"9.090909090909092",50,"44","12","3.6666666666666665","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0.14100858666666666"
"62412","Hardinghen",2017,893,196,697,18,7,672,"21.948488241881297",1210,"32.130202039087024","29.471264240704986","1.0902213687429663","80","10","45","20","8","1","2","3","0","0","0","1","1","0","29","1.5756627933333334"
"62413","Harnes",2017,8796,2150,6646,121,49,6476,"24.442928603910868",12354,"36.59767933013396","26.12816118847628","1.4006986203941219","1440","250","880","305","48","1","3","24","1","1","1","6","6","5","558","3.36155588"
"62414","Haucourt",2017,187,26,161,7,0,154,"13.903743315508022",238,"34.24657534246576","25.114155251141533","1.3636363636363646","10","5","5","5","7","2","1","1","0","0","0","2","0","1","4","1.2056891666666667"
"62415","Haute-Avesnes",2017,333,38,295,1,3,291,"11.411411411411411",445,"33.56321839080457","30.114942528735583","1.114503816793894","15","5","5","5","5","0","0","0","0","2","2","0","0","1","9","1.4403046000000002"
"62416","Hautecloque",2017,168,24,144,1,4,139,"14.285714285714285",218,"28.571428571428587","27.64976958525343","1.0333333333333348","20","5","10","5","1","0","0","1","0","0","0","0","0","0","3","0.9871947000000001"
"62418","Hauteville",2017,235,32,203,2,0,201,"13.617021276595745",316,"34.294871794871824","28.205128205128194","1.2159090909090922","10","0","5","0","1","0","0","0","0","0","0","1","0","0","5","1.2174727866666666"
"62419","Haut-Loquin",2017,115,25,90,0,1,89,"21.73913043478261",185,"44.32432432432433","15.675675675675677","2.8275862068965516","15","0","10","0","0","0","0","0","0","0","0","0","0","0","2","0.8579697333333333"
"62421","Havrincourt",2017,278,42,236,2,1,233,"15.107913669064748",403,"41.084444356599","21.74265784654042","1.8895778357261022","35","5","20","5","2","1","0","0","0","0","0","0","1","0","8","1.3619764200000002"
"62422","Hébuterne",2017,423,82,341,7,0,334,"19.38534278959811",524,"39.890699844902734","20.98634143019947","1.9007934268857256","45","5","25","10","3","0","0","1","0","0","0","0","1","1","10","1.34971332"
"62423","Helfaut",2017,1268,165,1103,21,8,1074,"13.012618296529968",1697,"30.229817324690632","31.879787860931053","0.9482439926062847","115","20","60","30","10","2","0","2","0","1","0","1","3","1","43","1.6891161466666667"
"62424","Hendecourt-Lès-Cagnicourt",2017,240,34,206,4,0,202,"14.166666666666666",312,"35.8974358974359","24.679487179487182","1.4545454545454546","25","5","15","10","0","0","0","0","0","0","0","0","0","0","5","1.24952648"
"62425","Hendecourt-Lès-Ransart",2017,105,13,92,3,0,89,"12.380952380952381",135,"42.335766423357704","17.51824817518247","2.4166666666666705","5","0","5","0","0","0","0","0","0","0","0","0","0","0","2","0.6138210466666667"
"62426","Héninel",2017,154,17,137,2,1,134,"11.03896103896104",177,"29.891304347826104","25.543478260869513","1.17021276595745","15","0","10","5","0","0","0","0","0","0","0","0","0","0","2","1.08546932"
"62427","Hénin-Beaumont",2017,18853,4841,14012,214,113,13685,"25.67761099029332",26022,"39.984952895632766","22.337185425934162","1.790062272089527","3105","590","1920","595","182","9","27","75","4","2","4","20","19","22","1785","4.95904524"
"62428","Hénin-Sur-Cojeul",2017,414,40,374,8,3,363,"9.66183574879227",527,"35.946462715105255","22.37093690248567","1.60683760683761","25","5","15","5","5","0","0","2","0","0","1","1","1","0","10","1.3655849333333334"
"62429","Henneveux",2017,247,35,212,0,5,207,"14.17004048582996",300,"39.37792409129867","22.131583105788792","1.779263774447246","20","5","15","5","3","0","1","1","0","0","0","1","0","0","3","0.7445013533333333"
"62430","Hénu",2017,125,26,99,2,0,97,"20.8",164,"43.373493975903656","18.674698795180703","2.3225806451612954","25","5","15","5","1","0","0","0","0","0","0","0","0","1","0","0.3636033333333334"
"62432","Herbinghen",2017,307,43,264,5,2,257,"14.006514657980457",378,"38.442211055276374","20.85427135678391","1.843373493975904","20","0","15","5","1","1","0","0","0","0","0","0","0","0","6","1.0496512666666669"
"62433","Héricourt",2017,82,8,74,1,1,72,"9.75609756097561",95,"30.612244897959158","29.591836734693928","1.034482758620687","5","0","5","0","1","0","0","1","0","0","0","0","0","0","0","0.8388587133333334"
"62434","La Herlière",2017,115,21,94,2,0,92,"18.26086956521739",149,"42.56756756756772","18.91891891891898","2.250000000000001","10","0","5","0","1","0","1","0","0","0","0","0","0","0","1","0.61199758"
"62435","Herlincourt",2017,99,9,90,4,0,86,"9.090909090909092",104,"28.971962616822406","28.971962616822474","0.9999999999999977","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.12515554666666667"
"62436","Herlin-Le-Sec",2017,104,12,92,3,0,89,"11.538461538461538",171,"39.1566265060241","16.265060240963862","2.4074074074074066","15","0","10","5","1","0","0","1","0","0","0","0","0","0","2","1.1050228466666667"
"62437","Herly",2017,252,57,195,0,2,193,"22.61904761904762",313,"34.42622950819668","31.803278688524557","1.0824742268041234","25","5","20","0","1","0","1","0","0","0","0","0","0","0","5","1.3310940666666666"
"62438","Hermaville",2017,458,53,405,13,1,391,"11.572052401746726",540,"33.644859813084125","25.607476635514004","1.3138686131386874","45","5","25","10","3","1","0","0","0","0","0","2","0","0","12","1.4594156200000001"
"62439","Hermelinghen",2017,250,35,215,0,2,213,"14.000000000000002",422,"45.477728739329244","13.028504000340474","3.490633209932681","35","5","25","5","1","0","1","0","0","0","0","0","0","0","8","1.2613101"
"62440","Hermies",2017,859,194,665,11,2,652,"22.58440046565774",1180,"34.317855741441186","28.877697380265598","1.1883861545309107","90","15","50","20","4","0","1","2","0","0","0","0","0","1","23","1.4015057066666665"
"62441","Hermin",2017,188,22,166,2,0,164,"11.702127659574469",213,"31.455399061032864","19.248826291079812","1.6341463414634145","15","5","5","5","1","0","0","1","0","0","0","0","0","0","3","1.14000548"
"62442","Hernicourt",2017,405,56,349,3,8,338,"13.82716049382716",567,"37.73146019744113","22.196886358512995","1.6998537357006507","25","0","20","5","2","0","1","0","0","0","0","0","0","1","11","1.2174727866666666"
"62443","Hersin-Coupigny",2017,4743,1012,3731,63,39,3629,"21.33670672570103",6245,"39.072881300355924","20.965351772228463","1.863688323709093","610","110","360","140","29","2","4","9","0","3","1","3","3","4","155","1.7620221066666666"
"62444","Hervelinghen",2017,217,52,165,1,2,162,"23.963133640552993",232,"29.385964912280777","28.947368421052666","1.0151515151515165","15","5","5","5","6","0","1","3","0","0","0","1","1","0","2","0.6953886333333335"
"62445","Hesdigneul-Lès-Béthune",2017,653,91,562,10,5,547,"13.935681470137826",822,"32.56406129536679","26.12375513643278","1.2465306432899539","60","10","35","20","6","0","1","4","0","0","0","0","1","0","20","1.55367992"
"62446","Hesdigneul-Lès-Boulogne",2017,569,121,448,2,8,438,"21.26537785588752",677,"35.267080141559525","25.632498467436125","1.3758736857572937","50","10","25","10","2","0","0","0","0","0","0","1","1","0","14","1.3896316533333333"
"62447","Hesdin",2017,1667,563,1104,18,13,1073,"33.77324535092981",2225,"30.288650245074827","35.62625632511421","0.8501777444329249","450","80","275","95","17","1","1","8","1","1","0","2","1","2","274","3.9585769866666665"
"62448","Hesdin-L'Abbé",2017,1398,173,1225,19,10,1196,"12.374821173104435",1863,"30.567664263887657","29.723083257301685","1.0284149864021424","135","20","80","35","14","1","0","7","0","1","1","3","0","1","42","1.4403046000000002"
"62449","Hesmond",2017,148,23,125,4,0,121,"15.54054054054054",165,"25.624999999999996","33.75","0.7592592592592593","10","0","10","0","2","1","0","0","0","0","0","1","0","0","1","0.30541315333333335"
"62450","Hestrus",2017,189,28,161,0,0,161,"14.814814814814813",243,"32.231404958677736","29.75206611570252","1.0833333333333335","10","0","10","5","0","0","0","0","0","0","0","0","0","0","2","0.7156014400000001"
"62451","Heuchin",2017,363,58,305,7,5,293,"15.977961432506888",529,"34.13654618473892","27.309236947791177","1.2499999999999982","40","5","25","10","1","0","0","1","0","0","0","0","0","0","10","1.4091762866666666"
"62452","Heuringhem",2017,1141,130,1011,10,27,974,"11.393514460999125",1339,"30.220588235294176","30.00000000000001","1.0073529411764721","65","10","35","15","8","0","1","5","0","1","0","1","0","0","27","1.3899934466666666"
"62453","Hézecques",2017,85,20,65,0,1,64,"23.52941176470588",122,"36.66666666666673","20.833333333333435","1.7599999999999945","5","0","5","0","0","0","0","0","0","0","0","0","0","0","2","1.1865904333333332"
"62454","Hinges",2017,1802,243,1559,17,12,1530,"13.485016648168703",2452,"32.083333333333314","24.41666666666664","1.3139931740614341","120","25","65","30","8","1","0","3","1","0","0","1","1","1","57","1.55367992"
"62455","Hocquinghen",2017,88,19,69,1,0,68,"21.59090909090909",112,"33.92857142857143","28.57142857142857","1.1875","5","0","5","0","0","0","0","0","0","0","0","0","0","0","1","0.30541315333333335"
"62456","Houchin",2017,592,79,513,5,6,502,"13.344594594594595",718,"31.995973536083618","23.807748949613476","1.3439310706694543","60","5","40","15","4","2","0","0","1","0","0","0","1","0","15","1.3773685533333333"
"62457","Houdain",2017,5362,1177,4185,72,45,4068,"21.950764640059678",7246,"35.766526019690495","27.72151898734175","1.2902080162354117","745","150","435","160","27","2","1","12","2","0","0","4","4","2","233","2.587275766666667"
"62458","Houlle",2017,785,97,688,15,8,665,"12.356687898089172",1127,"37.267080745341616","21.472937000887313","1.7355371900826446","105","25","45","30","7","0","1","3","0","0","0","1","1","1","21","1.2881821333333332"
"62459","Houvin-Houvigneul",2017,191,25,166,2,2,162,"13.089005235602095",232,"31.063829787234017","32.765957446808486","0.9480519480519479","15","5","10","5","0","0","0","0","0","0","0","0","0","0","2","0.9615527666666668"
"62460","Hubersent",2017,197,24,173,2,1,170,"12.18274111675127",269,"36.466165413533794","22.180451127819534","1.6440677966101687","15","5","10","5","4","0","1","1","0","0","0","0","1","1","4","0.9174107333333335"
"62461","Huby-Saint-Leu",2017,601,133,468,8,4,456,"22.129783693843592",886,"29.571106094808126","39.05191873589165","0.7572254335260116",NULL,NULL,NULL,NULL,"6","0","1","1","0","0","0","0","2","2",NULL,NULL
"62462","Huclier",2017,95,9,86,4,1,81,"9.473684210526317",137,"43.75","9.027777777777773","4.8461538461538485","10","0","10","0","1","0","1","0","0","0","0","0","0","0","1","0.7023417599999999"
"62463","Hucqueliers",2017,378,60,318,4,2,312,"15.873015873015872",464,"35.17250936589051","31.550435607570225","1.1148026544980953","40","10","20","10","6","0","1","4","0","0","0","0","1","0","7","1.0649299333333333"
"62464","Hulluch",2017,2624,585,2039,45,22,1972,"22.29420731707317",3448,"38.92444747451749","19.848231253565356","1.961104089188071","320","60","170","90","19","2","3","4","2","0","0","5","1","2","127","3.043589086666667"
"62465","Humbercamps",2017,183,29,154,9,2,143,"15.846994535519126",218,"24.31192660550459","34.862385321100916","0.6973684210526315","15","0","5","5","0","0","0","0","0","0","0","0","0","0","3","0.9278403399999999"
"62466","Humbert",2017,184,19,165,7,0,158,"10.326086956521738",232,"38.551797196465216","21.26483916544121","1.8129362228668109","20","5","15","5","0","0","0","0","0","0","0","0","0","0","2","0.6953886333333335"
"62467","Humeroeuille",2017,121,23,98,0,0,98,"19.00826446280992",176,"37.35632183908055","28.160919540229944","1.3265306122448983","15","0","10","5","2","1","0","1","0","0","0","0","0","0","2","1.2106248666666668"
"62468","Humières",2017,207,26,181,5,1,175,"12.560386473429952",229,"29.816513761467906","36.238532110091725","0.8227848101265831","15","0","10","5","4","0","1","2","0","0","0","1","0","0","3","1.1939178333333333"
"62469","Inchy-En-Artois",2017,436,91,345,7,2,336,"20.871559633027523",624,"38.46652717933846","21.855739352923624","1.7600194877046256","50","10","25","15","2","0","0","1","0","0","0","0","0","1","16","1.55367992"
"62470","Incourt",2017,64,8,56,1,2,53,"12.5",86,"29.268292682926766","35.365853658536665","0.8275862068965483","5","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0.2373007666666667"
"62471","Bellinghem",2017,807,83,724,14,8,702,"10.285006195786865",1070,"38.10861423220972","17.509363295880156","2.176470588235292","80","10","55","15","8","1","1","3","0","0","0","0","3","0","22","1.3846959533333334"
"62472","Inxent",2017,147,32,115,2,1,112,"21.768707482993197",162,"25.766871165644194","35.582822085889596","0.724137931034483","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0.28503274"
"62473","Isbergues",2017,7316,1857,5459,121,73,5265,"25.382722799343902",8845,"31.744053728372158","30.34585131274765","1.0460755706344989","745","140","450","160","30","0","6","12","0","2","0","2","5","3","318","2.3995490000000004"
"62474","Isques",2017,933,125,808,14,3,791,"13.39764201500536",1153,"31.379310344827584","28.706896551724142","1.0930930930930929","90","20","50","20","4","1","0","1","0","0","1","0","1","0","40","2.3253142933333337"
"62475","Ivergny",2017,187,19,168,1,3,164,"10.16042780748663",259,"43.67816091954024","20.68965517241377","2.1111111111111143","15","5","5","5","0","0","0","0","0","0","0","0","0","0","3","0.6935651666666668"
